ticket_id,customerID,ticket_open_date,ticket_close_date,issue_type,priority,status
TKT-0019744,GEN-11995,2025-09-04,2025-09-13,Service Interruption,Medium,Closed
TKT-0019745,GEN-07434,2025-09-11,2025-09-20,New Service Request,Medium,Closed
TKT-0019746,GEN-08785,2026-02-05,2026-02-17,Billing Inquiry,Medium,Closed
TKT-0019747,GEN-10378,2026-06-23,,Cancellation Request,Low,Pending Customer
TKT-0019748,9518-XXBXE,2025-07-24,2025-07-28,Service Interruption,Medium,Closed
TKT-0019749,GEN-10462,2025-12-11,2025-12-13,Billing Inquiry,Medium,Closed
TKT-0019750,2305-MRGLV,2026-02-21,2026-03-05,Billing Inquiry,Medium,Closed
TKT-0019751,GEN-01142,2026-04-26,2026-04-29,Billing Inquiry,Medium,Closed
TKT-0019752,0744-BIKKF,2026-02-04,,Technical Support,Medium,Pending Customer
TKT-0019753,3234-VKACU,2026-04-24,2026-05-02,Technical Support,Medium,Closed
TKT-0019754,GEN-12880,2026-05-03,2026-05-05,Billing Inquiry,Low,Closed
TKT-0019755,2037-XJFUP,2025-08-10,2025-08-21,New Service Request,Medium,Closed
TKT-0019756,3074-GQWYX,2025-08-06,2025-08-18,Technical Support,High,Closed
TKT-0019757,GEN-10683,2025-12-11,2025-12-14,Technical Support,Low,Closed
TKT-0019758,GEN-02854,2026-02-13,2026-02-21,Billing Inquiry,High,Closed
TKT-0019759,GEN-00321,2025-08-29,2025-09-04,Technical Support,Medium,Closed
TKT-0019760,2541-YGPKE,2026-04-13,2026-04-22,Billing Inquiry,High,Closed
TKT-0019761,GEN-11039,2026-03-26,2026-04-06,Service Interruption,High,Closed
TKT-0019762,2209-XADXF,2025-09-21,2025-10-01,Billing Inquiry,Low,Closed
TKT-0019763,GEN-08884,2026-01-13,2026-01-24,Service Interruption,Medium,Closed
TKT-0019764,4813-HQMGZ,2025-07-27,2025-07-30,Service Interruption,Low,Closed
TKT-0019765,GEN-04580,2025-09-29,2025-10-02,Technical Support,Low,Closed
TKT-0019766,GEN-07728,2026-01-14,2026-01-17,Technical Support,Medium,Closed
TKT-0019767,GEN-04005,2026-06-20,2026-06-22,New Service Request,High,Closed
TKT-0019768,GEN-08455,2026-02-10,2026-02-22,Service Interruption,Low,Closed
TKT-0019769,GEN-10432,2025-11-30,2025-12-01,Technical Support,Low,Closed
TKT-0019770,2325-NBPZG,2025-07-27,2025-07-29,Billing Inquiry,Medium,Closed
TKT-0019771,GEN-01497,2025-11-07,2025-11-21,New Service Request,Medium,Closed
TKT-0019772,GEN-10645,2025-10-19,2025-10-21,Billing Inquiry,High,Closed
TKT-0019773,GEN-10777,2026-03-19,2026-03-26,Billing Inquiry,Low,Closed
TKT-0019774,GEN-01139,2025-12-23,2025-12-28,Cancellation Request,Low,Closed
TKT-0019775,8106-GWQOK,2026-03-08,2026-03-17,Technical Support,Low,Closed
TKT-0019776,GEN-01526,2026-01-07,2026-01-18,Technical Support,Low,Closed
TKT-0019777,9367-WXLCH,2026-02-16,2026-02-18,Service Interruption,Low,Closed
TKT-0019778,GEN-04987,2026-06-03,2026-06-15,Billing Inquiry,Medium,Closed
TKT-0019779,2866-IKBTM,2025-12-06,2025-12-20,Cancellation Request,Low,Closed
TKT-0019780,GEN-12491,2026-01-18,2026-01-20,Billing Inquiry,Medium,Closed
TKT-0019781,GEN-00370,2026-01-22,,Technical Support,Medium,Open
TKT-0019782,GEN-07225,2025-11-26,2025-11-30,Technical Support,Medium,Closed
TKT-0019783,GEN-08331,2025-08-07,2025-08-19,Billing Inquiry,High,Closed
TKT-0019784,GEN-10654,2026-02-27,2026-03-12,Service Interruption,Medium,Closed
TKT-0019785,5948-UJZLF,2026-05-26,2026-06-03,Technical Support,High,Closed
TKT-0019786,GEN-12631,2026-03-29,2026-03-30,Billing Inquiry,Low,Closed
TKT-0019787,GEN-04928,2025-12-06,2025-12-13,Billing Inquiry,Low,Closed
TKT-0019788,GEN-11912,2025-08-08,,New Service Request,High,Pending Customer
TKT-0019789,9318-NKNFC,2026-03-30,2026-04-05,New Service Request,High,Closed
TKT-0019790,9103-TCIHJ,2025-11-22,2025-12-01,Technical Support,Low,Closed
TKT-0019791,GEN-12311,2026-01-05,2026-01-13,Billing Inquiry,Medium,Closed
TKT-0019792,8659-HDIYE,2025-10-01,2025-10-03,Billing Inquiry,Low,Closed
TKT-0019793,GEN-00623,2026-06-07,,Service Interruption,Medium,Open
TKT-0019794,GEN-12394,2026-05-23,2026-05-29,Service Interruption,Medium,Closed
TKT-0019795,GEN-10393,2026-05-23,2026-06-03,Technical Support,High,Closed
TKT-0019796,GEN-12878,2025-10-22,2025-10-30,Billing Inquiry,Low,Closed
TKT-0019797,GEN-10197,2026-01-31,2026-02-04,Billing Inquiry,High,Closed
TKT-0019798,7392-YYPYJ,2026-05-16,2026-05-24,Billing Inquiry,Low,Closed
TKT-0019799,GEN-04107,2025-09-13,2025-09-27,Billing Inquiry,Low,Closed
TKT-0019800,GEN-02400,2025-10-15,2025-10-24,New Service Request,Low,Closed
TKT-0019801,6261-RCVNS,2025-08-06,2025-08-16,Billing Inquiry,Low,Closed
TKT-0019802,GEN-01365,2026-05-06,2026-05-07,Cancellation Request,Low,Closed
TKT-0019803,GEN-10225,2026-05-28,2026-06-01,Billing Inquiry,Medium,Closed
TKT-0019804,4054-CUMIA,2025-07-22,2025-07-28,Service Interruption,Low,Closed
TKT-0019805,GEN-11669,2026-01-19,2026-01-31,Billing Inquiry,Low,Closed
TKT-0019806,GEN-05523,2026-01-24,2026-01-30,Service Interruption,Low,Closed
TKT-0019807,8654-DHAOW,2026-05-15,2026-05-22,Billing Inquiry,Medium,Closed
TKT-0019808,GEN-08787,2025-12-06,2025-12-12,Technical Support,Low,Closed
TKT-0019809,9907-SWKKF,2026-02-01,2026-02-09,New Service Request,Low,Closed
TKT-0019810,1041-RXHRA,2026-04-17,2026-04-24,Billing Inquiry,Medium,Closed
TKT-0019811,GEN-00945,2025-10-13,2025-10-24,Billing Inquiry,Low,Closed
TKT-0019812,GEN-04733,2025-10-23,2025-10-25,Billing Inquiry,Low,Closed
TKT-0019813,GEN-02901,2025-09-26,2025-10-10,Billing Inquiry,High,Closed
TKT-0019814,GEN-02736,2026-06-26,2026-07-08,Technical Support,High,Closed
TKT-0019815,GEN-05484,2026-03-20,2026-03-21,Billing Inquiry,High,Closed
TKT-0019816,7218-HKQFK,2026-04-07,2026-04-07,Technical Support,Low,Closed
TKT-0019817,GEN-04203,2026-04-10,2026-04-19,Service Interruption,High,Closed
TKT-0019818,1452-XRSJV,2025-10-31,2025-11-06,Technical Support,Low,Closed
TKT-0019819,GEN-02242,2026-04-25,2026-04-30,Cancellation Request,Low,Closed
TKT-0019820,4749-OJKQU,2026-03-01,2026-03-11,Technical Support,Low,Closed
TKT-0019821,GEN-06747,2025-11-15,2025-11-25,Technical Support,Low,Closed
TKT-0019822,GEN-00997,2025-07-02,2025-07-16,New Service Request,Low,Closed
TKT-0019823,8374-UULRV,2025-09-07,,Billing Inquiry,Medium,Open
TKT-0019824,GEN-06304,2026-01-21,2026-01-22,New Service Request,Low,Closed
TKT-0019825,GEN-03173,2026-01-31,2026-02-08,Cancellation Request,Medium,Closed
TKT-0019826,6976-BWGLQ,2025-11-30,2025-12-03,Technical Support,Medium,Closed
TKT-0019827,GEN-02983,2026-03-28,,Technical Support,Low,Open
TKT-0019828,GEN-03975,2025-10-19,2025-11-01,Technical Support,Medium,Closed
TKT-0019829,GEN-03391,2026-02-24,,Technical Support,Medium,Open
TKT-0019830,4779-ZGICK,2026-05-16,2026-05-29,Service Interruption,Low,Closed
TKT-0019831,GEN-09457,2026-01-17,2026-01-18,Billing Inquiry,High,Closed
TKT-0019832,0618-XWMSS,2025-09-27,2025-10-11,Technical Support,Low,Closed
TKT-0019833,GEN-11496,2026-04-20,2026-04-26,Billing Inquiry,Medium,Closed
TKT-0019834,GEN-00456,2025-10-14,2025-10-17,Billing Inquiry,Medium,Closed
TKT-0019835,GEN-09603,2026-02-22,2026-03-06,Billing Inquiry,High,Closed
TKT-0019836,GEN-04085,2025-11-14,2025-11-16,Service Interruption,Low,Closed
TKT-0019837,GEN-01508,2025-11-02,2025-11-14,Cancellation Request,Low,Closed
TKT-0019838,GEN-10759,2025-10-12,2025-10-20,Billing Inquiry,Medium,Closed
TKT-0019839,GEN-00673,2025-10-13,2025-10-14,Technical Support,Low,Closed
TKT-0019840,0254-FNMCI,2026-04-29,2026-05-03,Technical Support,Low,Closed
TKT-0019841,3859-CVCET,2026-03-09,2026-03-17,Billing Inquiry,Low,Closed
TKT-0019842,2351-BKRZW,2025-07-13,2025-07-26,Technical Support,Low,Closed
TKT-0019843,GEN-12900,2025-09-17,2025-10-01,Billing Inquiry,Low,Closed
TKT-0019844,8327-LZKAS,2026-02-15,2026-03-01,Billing Inquiry,Low,Closed
TKT-0019845,GEN-12598,2026-06-26,2026-07-08,Cancellation Request,Low,Closed
TKT-0019846,6967-QIQRV,2025-10-20,2025-11-01,Billing Inquiry,Low,Closed
TKT-0019847,7014-ZZXAW,2025-12-18,2025-12-29,Technical Support,Low,Closed
TKT-0019848,GEN-02564,2025-07-28,2025-08-07,Service Interruption,Low,Closed
TKT-0019849,7975-JMZNT,2025-12-25,2026-01-06,Service Interruption,Medium,Closed
TKT-0019850,GEN-02653,2025-10-14,2025-10-20,Service Interruption,High,Closed
TKT-0019851,GEN-11683,2025-10-16,2025-10-29,Service Interruption,High,Closed
TKT-0019852,7384-GHBPI,2026-01-18,2026-01-25,Billing Inquiry,Low,Closed
TKT-0019853,1875-QIVME,2026-05-20,2026-05-30,Billing Inquiry,High,Closed
TKT-0019854,2351-BKRZW,2025-10-10,2025-10-20,Technical Support,Low,Closed
TKT-0019855,8592-PLTMQ,2025-11-09,2025-11-16,Billing Inquiry,Low,Closed
TKT-0019856,GEN-09936,2025-09-15,,New Service Request,Low,Open
TKT-0019857,GEN-00021,2026-06-19,2026-06-28,Service Interruption,Low,Closed
TKT-0019858,9992-RRAMN,2025-08-07,,Technical Support,High,Pending Customer
TKT-0019859,3161-ONRWK,2026-03-25,2026-04-03,Technical Support,Medium,Closed
TKT-0019860,9257-AZMTZ,2026-06-09,,New Service Request,Medium,Open
TKT-0019861,GEN-10889,2026-05-01,2026-05-13,Service Interruption,Low,Closed
TKT-0019862,0369-ZGOVK,2025-09-30,2025-09-30,Billing Inquiry,High,Closed
TKT-0019863,7180-PISOG,2026-06-05,2026-06-18,Cancellation Request,Low,Closed
TKT-0019864,GEN-11407,2025-08-13,2025-08-25,Cancellation Request,High,Closed
TKT-0019865,9570-KYEUA,2025-09-14,2025-09-23,Cancellation Request,Low,Closed
TKT-0019866,GEN-12946,2026-01-31,2026-02-06,Billing Inquiry,High,Closed
TKT-0019867,GEN-10650,2026-06-25,,Technical Support,Low,Open
TKT-0019868,GEN-06732,2025-09-25,2025-09-30,New Service Request,Low,Closed
TKT-0019869,0928-JMXNP,2025-09-14,2025-09-21,Billing Inquiry,Low,Closed
TKT-0019870,GEN-05201,2026-02-10,2026-02-15,Cancellation Request,Low,Closed
TKT-0019871,0634-SZPQA,2026-06-26,2026-06-29,New Service Request,Medium,Closed
TKT-0019872,GEN-11025,2025-08-05,2025-08-07,Billing Inquiry,Medium,Closed
TKT-0019873,GEN-08697,2026-04-10,2026-04-20,Billing Inquiry,Medium,Closed
TKT-0019874,GEN-01889,2026-04-07,2026-04-17,Service Interruption,Low,Closed
TKT-0019875,GEN-02298,2025-08-24,2025-08-27,Technical Support,High,Closed
TKT-0019876,3873-NFTGI,2025-10-13,2025-10-17,Service Interruption,Medium,Closed
TKT-0019877,GEN-08649,2025-11-25,2025-11-30,New Service Request,Low,Closed
TKT-0019878,GEN-09399,2026-03-04,2026-03-16,Service Interruption,Medium,Closed
TKT-0019879,GEN-00790,2026-01-25,2026-01-31,Service Interruption,High,Closed
TKT-0019880,GEN-08477,2026-06-18,,Billing Inquiry,Medium,Pending Customer
TKT-0019881,GEN-07801,2026-05-21,2026-05-25,Service Interruption,Low,Closed
TKT-0019882,8164-OCKUJ,2026-02-20,,Billing Inquiry,Medium,Open
TKT-0019883,1771-OADNZ,2025-08-16,2025-08-17,Service Interruption,Medium,Closed
TKT-0019884,GEN-06678,2026-04-27,2026-05-06,Billing Inquiry,Low,Closed
TKT-0019885,GEN-07812,2025-08-06,2025-08-09,Technical Support,Low,Closed
TKT-0019886,1134-YWTYF,2026-06-15,2026-06-21,Billing Inquiry,Low,Closed
TKT-0019887,9600-NAXZN,2025-10-12,2025-10-25,Billing Inquiry,Low,Closed
TKT-0019888,7234-KMNRQ,2026-05-13,2026-05-27,Service Interruption,Low,Closed
TKT-0019889,2832-SCUCO,2026-05-20,2026-06-03,Service Interruption,Low,Closed
TKT-0019890,GEN-09713,2026-02-26,2026-03-06,Billing Inquiry,Low,Closed
TKT-0019891,2632-UCGVD,2026-05-30,2026-06-11,Billing Inquiry,Low,Closed
TKT-0019892,GEN-02395,2025-07-07,,Service Interruption,Low,Open
TKT-0019893,GEN-01964,2026-02-12,2026-02-24,Technical Support,Low,Closed
TKT-0019894,9850-OWRHQ,2026-03-02,2026-03-13,Technical Support,Low,Closed
TKT-0019895,GEN-03936,2026-02-25,,Billing Inquiry,Low,Open
TKT-0019896,GEN-07689,2025-09-29,2025-10-05,Billing Inquiry,Medium,Closed
TKT-0019897,0397-ZXWQF,2025-10-04,2025-10-16,Billing Inquiry,Low,Closed
TKT-0019898,8752-GHJFU,2025-12-30,,Billing Inquiry,Low,Open
TKT-0019899,GEN-12055,2025-07-29,2025-08-06,Technical Support,Low,Closed
TKT-0019900,GEN-09442,2025-09-21,2025-10-03,New Service Request,High,Closed
TKT-0019901,2754-SDJRD,2026-05-05,2026-05-14,New Service Request,High,Closed
TKT-0019902,GEN-11730,2026-05-26,2026-06-05,Billing Inquiry,Low,Closed
TKT-0019903,GEN-05102,2025-12-20,,New Service Request,High,Open
TKT-0019904,GEN-06987,2026-05-02,2026-05-08,Cancellation Request,Low,Closed
TKT-0019905,2037-XJFUP,2026-04-28,2026-05-03,Billing Inquiry,High,Closed
TKT-0019906,GEN-11659,2025-07-18,2025-07-24,Service Interruption,Low,Closed
TKT-0019907,1193-RTSLK,2026-03-16,2026-03-18,Billing Inquiry,Medium,Closed
TKT-0019908,GEN-04266,2026-04-25,,Billing Inquiry,Medium,Pending Customer
TKT-0019909,1834-WULEG,2025-10-21,,Technical Support,Medium,Pending Customer
TKT-0019910,0983-TATYJ,2025-09-12,2025-09-25,Service Interruption,Low,Closed
TKT-0019911,GEN-03917,2025-10-15,2025-10-21,Billing Inquiry,Low,Closed
TKT-0019912,GEN-07385,2026-05-14,,Technical Support,Medium,Open
TKT-0019913,8608-OZTLB,2025-11-28,2025-12-10,Service Interruption,Medium,Closed
TKT-0019914,GEN-03644,2026-05-16,2026-05-26,Technical Support,Low,Closed
TKT-0019915,GEN-03640,2026-05-31,2026-06-01,Billing Inquiry,Medium,Closed
Tkt-0019916,Gen-09722,2026-05-19,2026-05-28,Service Interruption,low,CLOSED
TKT-0019917,GEN-00270,2026-03-07,2026-03-17,Technical Support,High,Closed
TKT-0019918,GEN-10182,2026-03-06,2026-03-07,Cancellation Request,Low,Closed
TKT-0019919,GEN-02977,2026-03-07,2026-03-16,Billing Inquiry,Low,Closed
TKT-0019920,2229-DPMBI,2025-11-30,,Billing Inquiry,Medium,Pending Customer
TKT-0019921,0221-WMXNQ,2026-01-26,2026-01-27,Technical Support,Medium,Closed
TKT-0019922,GEN-02472,2026-02-18,,Billing Inquiry,Low,Pending Customer
TKT-0019923,GEN-09637,2026-04-16,2026-04-27,New Service Request,Low,Closed
TKT-0019924,GEN-04482,2025-08-10,2025-08-23,Technical Support,Medium,Closed
TKT-0019925,GEN-00455,2026-06-12,2026-06-21,Technical Support,Low,Closed
TKT-0019926,GEN-03863,2026-03-01,2026-03-13,Technical Support,Medium,Closed
TKT-0019927,GEN-00848,2025-07-19,2025-07-27,Technical Support,Low,Closed
TKT-0019928,5827-MWCZK,2026-02-10,2026-02-23,New Service Request,Medium,Closed
TKT-0019929,GEN-02921,2025-12-12,2025-12-26,Service Interruption,High,Closed
TKT-0019930,8705-DWKTI,2025-08-14,2025-08-15,New Service Request,Low,Closed
TKT-0019931,GEN-05361,2025-09-06,2025-09-10,Billing Inquiry,Medium,Closed
TKT-0019932,GEN-04174,2025-10-21,2025-10-27,Billing Inquiry,High,Closed
TKT-0019933,7950-XWOVN,2026-04-07,2026-04-17,Billing Inquiry,Medium,Closed
TKT-0019934,GEN-05118,2025-12-29,,Billing Inquiry,High,Pending Customer
TKT-0019935,GEN-09531,2025-12-05,,Billing Inquiry,Medium,Pending Customer
TKT-0019936,7311-MQJCH,2025-12-20,2025-12-26,Service Interruption,Low,Closed
TKT-0019937,4616-ULAOA,2026-02-16,2026-02-23,New Service Request,Low,Closed
TKT-0019938,GEN-04023,2026-05-29,2026-06-09,Service Interruption,Low,Closed
TKT-0019939,GEN-11372,2026-06-05,,Service Interruption,High,Pending Customer
TKT-0019940,3164-AALRN,2025-09-01,2025-09-08,Service Interruption,High,Closed
TKT-0019941,2657-ALMWY,2026-05-05,2026-05-12,Technical Support,High,Closed
TKT-0019942,9985-MWVIX,2026-05-07,2026-05-19,Technical Support,Low,Closed
TKT-0019943,GEN-04014,2026-04-19,2026-04-22,Cancellation Request,Medium,Closed
TKT-0019944,7018-WBJNK,2025-07-18,2025-07-31,Technical Support,High,Closed
TKT-0019945,0117-LFRMW,2025-08-26,,Service Interruption,Low,Pending Customer
TKT-0019946,GEN-10216,2026-03-05,,Service Interruption,High,Open
TKT-0019947,GEN-05699,2026-04-01,,Billing Inquiry,Medium,Pending Customer
TKT-0019948,4001-TSBTV,2026-01-08,2026-01-21,Billing Inquiry,Low,Closed
TKT-0019949,7752-XUSCI,2025-10-18,2025-10-31,New Service Request,Medium,Closed
TKT-0019950,7159-NOKYQ,2026-04-26,2026-05-04,Service Interruption,Low,Closed
TKT-0019951,GEN-04637,2025-07-14,2025-07-25,Service Interruption,Medium,Closed
TKT-0019952,8402-EIVQS,2026-01-21,2026-01-27,Service Interruption,Low,Closed
TKT-0019953,GEN-04789,2026-03-22,2026-04-02,Billing Inquiry,Low,Closed
TKT-0019954,GEN-03575,2025-07-24,,Service Interruption,Medium,Open
TKT-0019955,GEN-10633,2025-10-31,2025-11-13,Service Interruption,High,Closed
TKT-0019956,GEN-10575,2025-11-04,2025-11-13,Service Interruption,Low,Closed
TKT-0019957,GEN-01420,2026-02-16,2026-02-18,Billing Inquiry,High,Closed
TKT-0019958,9450-TRJUU,2026-06-09,2026-06-10,Billing Inquiry,Low,Closed
TKT-0019959,GEN-10519,2026-05-11,2026-05-15,Service Interruption,Low,Closed
TKT-0019960,1355-KUSBG,2026-06-11,2026-06-14,Service Interruption,Low,Closed
TKT-0019961,GEN-03087,2026-03-03,2026-03-06,Billing Inquiry,Low,Closed
TKT-0019962,GEN-06180,,,,Medium,Closed
TKT-0019963,GEN-10533,2026-03-04,2026-03-15,Service Interruption,Medium,Closed
TKT-0019964,GEN-06302,2026-03-24,,Service Interruption,Low,Open
TKT-0019965,GEN-12477,2026-05-03,2026-05-07,Cancellation Request,Low,Closed
TKT-0019966,GEN-05788,2025-09-18,,Cancellation Request,Low,Pending Customer
TKT-0019967,GEN-07830,2026-03-05,2026-03-10,Service Interruption,Low,Closed
TKT-0019968,GEN-11628,2025-12-26,2026-01-04,Service Interruption,Low,Closed
TKT-0019969,GEN-07238,2025-11-10,2025-11-16,Technical Support,Medium,Closed
TKT-0019970,3865-ZYKAD,2025-07-26,2025-08-02,Service Interruption,Medium,Closed
TKT-0019971,GEN-12849,2026-02-17,,Technical Support,Low,Pending Customer
TKT-0019972,GEN-11392,2026-04-04,2026-04-04,Technical Support,Low,Closed
TKT-0019973,GEN-05280,2025-12-27,2025-12-31,Technical Support,High,Closed
TKT-0019974,GEN-08995,2025-09-24,2025-10-02,Billing Inquiry,Low,Closed
TKT-0019975,GEN-05709,2026-05-23,2026-06-01,Billing Inquiry,Medium,Closed
TKT-0019976,GEN-10609,2025-07-26,,Cancellation Request,Medium,Pending Customer
 TKT-0019977 , 9746-YKGXB , 2025-08-14 , nan , Cancellation Request , Medium , Open 
TKT-0019978,GEN-03550,2025-07-24,2025-07-25,Technical Support,Low,Closed
TKT-0019979,0281-CNTZX,2026-03-14,2026-03-16,Technical Support,Low,Closed
TKT-0019980,2495-KZNFB,2025-11-19,2025-11-25,Billing Inquiry,Low,Closed
TKT-0019981,7872-RDDLZ,2025-08-26,2025-08-30,Technical Support,Low,Closed
TKT-0019982,3282-ZISZV,2025-07-15,,Service Interruption,High,Open
TKT-0019983,8562-GHPPI,2025-10-21,2025-10-23,Technical Support,High,Closed
TKT-0019984,GEN-03902,2025-09-02,2025-09-11,Service Interruption,Medium,Closed
TKT-0019985,9624-EGDEQ,2025-09-24,2025-10-04,Technical Support,Low,Closed
TKT-0019986,GEN-11190,2026-05-18,2026-05-28,Service Interruption,Low,Closed
TKT-0019987,GEN-03853,2025-11-28,2025-12-12,Service Interruption,Medium,Closed
TKT-0019988,GEN-08168,2026-06-14,2026-06-26,Billing Inquiry,Medium,Closed
TKT-0019989,1450-GALXR,2026-05-06,2026-05-08,New Service Request,Low,Closed
TKT-0019990,GEN-12143,2026-01-14,,Billing Inquiry,High,Pending Customer
TKT-0019991,GEN-09574,2025-09-29,,Billing Inquiry,Medium,Pending Customer
TKT-0019992,GEN-09291,2026-06-12,2026-06-17,Service Interruption,Low,Closed
TKT-0019993,2558-BUOZZ,2026-06-11,,Service Interruption,Medium,Pending Customer
TKT-0019994,5457-COLHT,2025-11-10,2025-11-16,Service Interruption,Low,Closed
TKT-0019995,GEN-05888,2026-03-15,2026-03-23,Service Interruption,Low,Closed
TKT-0019996,0576-WNXXC,2025-09-10,2025-09-15,Technical Support,Low,Closed
TKT-0019997,9500-LTVBP,2026-03-05,2026-03-18,Technical Support,Low,Closed
TKT-0019998,GEN-10859,2025-12-30,2026-01-11,Billing Inquiry,High,Closed
TKT-0019999,GEN-01922,2025-12-15,,Cancellation Request,Low,Pending Customer
TKT-0020000,5214-CHIWJ,2025-08-05,2025-08-12,Billing Inquiry,Low,Closed
TKT-0020001,GEN-08082,2025-10-27,2025-11-03,New Service Request,Medium,Closed
TKT-0020002,4512-ZUIYL,2026-04-20,2026-04-27,Service Interruption,High,Closed
TKT-0020003,3336-JORSO,2026-01-10,2026-01-21,Service Interruption,Medium,Closed
TKT-0020004,5453-YBTWV,2025-08-10,,Technical Support,Low,Open
TKT-0020005,GEN-11605,2026-03-16,2026-03-23,Billing Inquiry,Low,Closed
TKT-0020006,1069-XAIEM,2025-10-26,2025-11-09,Technical Support,Medium,Closed
TKT-0020007,4208-UFFGW,2026-04-17,2026-04-19,Billing Inquiry,Medium,Closed
TKT-0020008,GEN-09190,2025-10-30,2025-11-10,New Service Request,Medium,Closed
TKT-0020009,8357-EQXFO,2025-10-01,2025-10-08,New Service Request,Low,Closed
TKT-0020010,1095-JUDTC,2025-12-21,2026-01-02,Technical Support,High,Closed
TKT-0020011,GEN-07531,2026-05-18,,Service Interruption,Low,Open
TKT-0020012,GEN-09354,2026-05-19,,Billing Inquiry,Low,Pending Customer
TKT-0020013,GEN-11301,2026-06-05,,Technical Support,Medium,Open
TKT-0020014,GEN-07812,2026-05-26,2026-06-03,New Service Request,Medium,Closed
TKT-0020015,GEN-03196,2026-02-10,2026-02-19,Service Interruption,Medium,Closed
TKT-0020016,GEN-04715,2026-02-04,2026-02-10,Billing Inquiry,Medium,Closed
TKT-0020017,9753-OYLBX,2025-11-03,,New Service Request,Low,Open
TKT-0020018,7089-XXAYG,2025-08-05,2025-08-13,Service Interruption,Medium,Closed
TKT-0020019,GEN-03107,2025-11-24,,Technical Support,High,Pending Customer
TKT-0020020,2800-QQUSO,2025-12-11,2025-12-11,New Service Request,Medium,Closed
TKT-0020021,GEN-08733,2025-12-04,2025-12-09,Billing Inquiry,Low,Closed
TKT-0020022,GEN-06836,2026-05-14,2026-05-19,New Service Request,Low,Closed
TKT-0020023,GEN-08103,2025-11-15,,Technical Support,High,Pending Customer
TKT-0020024,8318-LCNBW,2026-04-08,2026-04-11,Technical Support,Low,Closed
Tkt-0020025,6901-GOGZG,2026-03-06,2026-03-18,cancellation request,high,Closed
TKT-0020026,6195-MELTI,2025-11-22,2025-11-28,Technical Support,Medium,Closed
TKT-0020027,7537-CBQUZ,2026-04-14,2026-04-16,Cancellation Request,Low,Closed
TKT-0020028,5364-EVNIB,2025-10-30,2025-11-05,Service Interruption,Low,Closed
TKT-0020029,4328-VUFWD,2026-01-06,2026-01-07,Technical Support,High,Closed
TKT-0020030,GEN-10965,2025-09-09,,New Service Request,Low,Open
TKT-0020031,GEN-09071,2025-10-02,2025-10-12,Billing Inquiry,Low,Closed
